,home_team,empate_home,gano_home,perdio_home,empate_away,perdio_away,gano_away,gano,perdio,empate,num_partidos,gano_perc,perdio_perc,empate_perc,tournament_name,index_tournament
755,Puebla,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,clausura 2009,43
756,Pumas,0.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,5.0,0.6,0.4,0.0,clausura 2009,43
757,Toluca,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,clausura 2009,43
758,America,3.0,6.0,1.0,4.0,3.0,2.0,8.0,4.0,7.0,19.0,0.42105263157894735,0.21052631578947367,0.3684210526315789,apertura 2009,44
759,Atlante,1.0,5.0,2.0,1.0,6.0,2.0,7.0,8.0,2.0,17.0,0.4117647058823529,0.47058823529411764,0.11764705882352941,apertura 2009,44
760,Atlas,2.0,3.0,4.0,1.0,5.0,2.0,5.0,9.0,3.0,17.0,0.29411764705882354,0.5294117647058824,0.17647058823529413,apertura 2009,44
761,Chiapas FC,2.0,6.0,2.0,4.0,5.0,0.0,0.0,7.0,6.0,13.0,0.0,0.5384615384615384,0.46153846153846156,apertura 2009,44
762,Chivas,2.0,3.0,2.0,2.0,6.0,2.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,apertura 2009,44
763,Club Queretaro,5.0,4.0,8.0,2.0,9.0,6.0,10.0,17.0,7.0,34.0,0.29411764705882354,0.5,0.20588235294117646,apertura 2009,44
764,Cruz Azul,0.0,8.0,4.0,2.0,4.0,5.0,13.0,8.0,0.0,21.0,0.6190476190476191,0.38095238095238093,0.0,apertura 2009,44
765,Estudiantes,1.0,3.0,5.0,4.0,2.0,2.0,5.0,7.0,5.0,17.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,apertura 2009,44
766,Indios,3.0,0.0,6.0,3.0,5.0,0.0,0.0,11.0,6.0,17.0,0.0,0.6470588235294118,0.35294117647058826,apertura 2009,44
767,Monterrey,2.0,8.0,1.0,3.0,4.0,5.0,13.0,5.0,5.0,23.0,0.5652173913043478,0.21739130434782608,0.21739130434782608,apertura 2009,44
768,Morelia,3.0,7.0,1.0,1.0,5.0,4.0,11.0,6.0,4.0,21.0,0.5238095238095238,0.2857142857142857,0.19047619047619047,apertura 2009,44
769,Pachuca,1.0,4.0,3.0,2.0,4.0,3.0,7.0,7.0,3.0,17.0,0.4117647058823529,0.4117647058823529,0.17647058823529413,apertura 2009,44
770,Puebla,5.0,3.0,1.0,4.0,3.0,3.0,6.0,4.0,9.0,19.0,0.3157894736842105,0.21052631578947367,0.47368421052631576,apertura 2009,44
771,Pumas,2.0,3.0,3.0,3.0,5.0,1.0,4.0,8.0,5.0,17.0,0.23529411764705882,0.47058823529411764,0.29411764705882354,apertura 2009,44
772,Santos,3.0,6.0,0.0,3.0,5.0,2.0,8.0,0.0,6.0,14.0,0.5714285714285714,0.0,0.42857142857142855,apertura 2009,44
773,Tigres,4.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,7.0,17.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,apertura 2009,44
774,Toluca,3.0,8.0,0.0,0.0,6.0,4.0,12.0,0.0,0.0,12.0,1.0,0.0,0.0,apertura 2009,44
775,America,4.0,5.0,0.0,1.0,7.0,2.0,7.0,0.0,5.0,12.0,0.5833333333333334,0.0,0.4166666666666667,bicentenario 2010,45
776,Atlante,3.0,3.0,3.0,1.0,6.0,1.0,4.0,9.0,4.0,17.0,0.23529411764705882,0.5294117647058824,0.23529411764705882,bicentenario 2010,45
777,Atlas,3.0,3.0,2.0,0.0,5.0,4.0,7.0,7.0,0.0,14.0,0.5,0.5,0.0,bicentenario 2010,45
778,Chiapas FC,2.0,2.0,4.0,3.0,5.0,1.0,3.0,9.0,5.0,17.0,0.17647058823529413,0.5294117647058824,0.29411764705882354,bicentenario 2010,45
779,Chivas,1.0,7.0,3.0,1.0,4.0,3.0,10.0,7.0,2.0,19.0,0.5263157894736842,0.3684210526315789,0.10526315789473684,bicentenario 2010,45
780,Club Queretaro,6.0,6.0,5.0,4.0,9.0,4.0,10.0,14.0,10.0,34.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,bicentenario 2010,45
781,Cruz Azul,3.0,4.0,1.0,1.0,5.0,3.0,7.0,6.0,4.0,17.0,0.4117647058823529,0.35294117647058826,0.23529411764705882,bicentenario 2010,45
782,Estudiantes,1.0,4.0,3.0,3.0,5.0,1.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,bicentenario 2010,45
783,Indios,2.0,3.0,3.0,1.0,7.0,1.0,4.0,10.0,3.0,17.0,0.23529411764705882,0.5882352941176471,0.17647058823529413,bicentenario 2010,45
784,Monterrey,1.0,8.0,1.0,5.0,2.0,2.0,10.0,3.0,6.0,19.0,0.5263157894736842,0.15789473684210525,0.3157894736842105,bicentenario 2010,45
785,Morelia,4.0,4.0,2.0,1.0,5.0,5.0,9.0,7.0,5.0,21.0,0.42857142857142855,0.3333333333333333,0.23809523809523808,bicentenario 2010,45
786,Pachuca,2.0,5.0,4.0,3.0,3.0,4.0,9.0,7.0,5.0,21.0,0.42857142857142855,0.3333333333333333,0.23809523809523808,bicentenario 2010,45
787,Puebla,2.0,3.0,4.0,2.0,4.0,2.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,bicentenario 2010,45
788,Pumas,3.0,7.0,0.0,4.0,4.0,1.0,8.0,0.0,7.0,15.0,0.5333333333333333,0.0,0.4666666666666667,bicentenario 2010,45
789,Santos,3.0,7.0,2.0,4.0,4.0,3.0,10.0,6.0,7.0,23.0,0.43478260869565216,0.2608695652173913,0.30434782608695654,bicentenario 2010,45
790,Tigres,1.0,1.0,6.0,3.0,2.0,4.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,bicentenario 2010,45
791,Toluca,3.0,7.0,1.0,7.0,2.0,3.0,10.0,3.0,10.0,23.0,0.43478260869565216,0.13043478260869565,0.43478260869565216,bicentenario 2010,45
792,America,4.0,4.0,2.0,4.0,3.0,4.0,8.0,5.0,8.0,21.0,0.38095238095238093,0.23809523809523808,0.38095238095238093,apertura 2010,46
793,Atlante,1.0,3.0,5.0,3.0,4.0,1.0,4.0,9.0,4.0,17.0,0.23529411764705882,0.5294117647058824,0.23529411764705882,apertura 2010,46
794,Atlas,1.0,3.0,4.0,3.0,6.0,0.0,0.0,10.0,4.0,14.0,0.0,0.7142857142857143,0.2857142857142857,apertura 2010,46
795,Chiapas FC,3.0,5.0,2.0,0.0,6.0,3.0,8.0,8.0,0.0,16.0,0.5,0.5,0.0,apertura 2010,46
796,Chivas,5.0,2.0,2.0,5.0,1.0,2.0,4.0,3.0,10.0,17.0,0.23529411764705882,0.17647058823529413,0.5882352941176471,apertura 2010,46
797,Club Queretaro,7.0,9.0,2.0,5.0,11.0,2.0,11.0,13.0,12.0,36.0,0.3055555555555556,0.3611111111111111,0.3333333333333333,apertura 2010,46
798,Cruz Azul,0.0,8.0,1.0,3.0,2.0,5.0,13.0,3.0,0.0,16.0,0.8125,0.1875,0.0,apertura 2010,46
799,Estudiantes,3.0,3.0,3.0,0.0,7.0,1.0,4.0,10.0,0.0,14.0,0.2857142857142857,0.7142857142857143,0.0,apertura 2010,46
800,Monterrey,2.0,7.0,2.0,6.0,2.0,4.0,11.0,4.0,8.0,23.0,0.4782608695652174,0.17391304347826086,0.34782608695652173,apertura 2010,46
801,Morelia,3.0,3.0,3.0,3.0,3.0,2.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,apertura 2010,46
802,Necaxa,2.0,2.0,4.0,2.0,5.0,2.0,4.0,9.0,4.0,17.0,0.23529411764705882,0.5294117647058824,0.23529411764705882,apertura 2010,46
803,Pachuca,4.0,4.0,2.0,2.0,4.0,3.0,7.0,6.0,6.0,19.0,0.3684210526315789,0.3157894736842105,0.3157894736842105,apertura 2010,46
804,Puebla,2.0,4.0,2.0,2.0,6.0,1.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,apertura 2010,46
805,Pumas,3.0,6.0,2.0,2.0,6.0,2.0,8.0,8.0,5.0,21.0,0.38095238095238093,0.38095238095238093,0.23809523809523808,apertura 2010,46
806,Santos,2.0,8.0,1.0,3.0,5.0,4.0,12.0,6.0,5.0,23.0,0.5217391304347826,0.2608695652173913,0.21739130434782608,apertura 2010,46
807,Tigres,3.0,3.0,3.0,3.0,2.0,3.0,6.0,5.0,6.0,17.0,0.35294117647058826,0.29411764705882354,0.35294117647058826,apertura 2010,46
808,Toluca,4.0,3.0,1.0,3.0,4.0,2.0,5.0,5.0,7.0,17.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,apertura 2010,46
809,America,1.0,4.0,5.0,1.0,4.0,4.0,8.0,9.0,2.0,19.0,0.42105263157894735,0.47368421052631576,0.10526315789473684,clausura 2011,47
810,Atlante,3.0,5.0,1.0,1.0,6.0,3.0,8.0,7.0,4.0,19.0,0.42105263157894735,0.3684210526315789,0.21052631578947367,clausura 2011,47
811,Atlas,3.0,4.0,2.0,2.0,4.0,2.0,6.0,6.0,5.0,17.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,clausura 2011,47
812,Chiapas FC,4.0,2.0,2.0,5.0,2.0,2.0,4.0,4.0,9.0,17.0,0.23529411764705882,0.23529411764705882,0.5294117647058824,clausura 2011,47
813,Chivas,3.0,5.0,2.0,6.0,3.0,2.0,7.0,5.0,9.0,21.0,0.3333333333333333,0.23809523809523808,0.42857142857142855,clausura 2011,47
814,Club Queretaro,4.0,6.0,7.0,2.0,13.0,2.0,8.0,20.0,6.0,34.0,0.23529411764705882,0.5882352941176471,0.17647058823529413,clausura 2011,47
815,Cruz Azul,3.0,7.0,1.0,3.0,5.0,2.0,9.0,6.0,6.0,21.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,clausura 2011,47
816,Estudiantes,2.0,3.0,3.0,3.0,5.0,1.0,4.0,8.0,5.0,17.0,0.23529411764705882,0.47058823529411764,0.29411764705882354,clausura 2011,47
817,Monterrey,4.0,5.0,1.0,1.0,5.0,3.0,8.0,6.0,5.0,19.0,0.42105263157894735,0.3157894736842105,0.2631578947368421,clausura 2011,47
818,Morelia,3.0,5.0,3.0,2.0,3.0,7.0,12.0,6.0,5.0,23.0,0.5217391304347826,0.2608695652173913,0.21739130434782608,clausura 2011,47
819,Necaxa,2.0,2.0,5.0,4.0,3.0,1.0,3.0,8.0,6.0,17.0,0.17647058823529413,0.47058823529411764,0.35294117647058826,clausura 2011,47
820,Pachuca,3.0,2.0,3.0,3.0,4.0,2.0,4.0,7.0,6.0,17.0,0.23529411764705882,0.4117647058823529,0.35294117647058826,clausura 2011,47
821,Puebla,2.0,5.0,2.0,1.0,7.0,0.0,0.0,9.0,3.0,12.0,0.0,0.75,0.25,clausura 2011,47
822,Pumas,2.0,8.0,1.0,5.0,2.0,5.0,13.0,3.0,7.0,23.0,0.5652173913043478,0.13043478260869565,0.30434782608695654,clausura 2011,47
823,Santos,1.0,3.0,5.0,1.0,3.0,4.0,7.0,8.0,2.0,17.0,0.4117647058823529,0.47058823529411764,0.11764705882352941,clausura 2011,47
824,Tigres,2.0,6.0,1.0,4.0,2.0,4.0,10.0,3.0,6.0,19.0,0.5263157894736842,0.15789473684210525,0.3157894736842105,clausura 2011,47
825,Toluca,4.0,2.0,3.0,2.0,3.0,3.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,clausura 2011,47
826,America,3.0,2.0,4.0,3.0,4.0,1.0,3.0,8.0,6.0,17.0,0.17647058823529413,0.47058823529411764,0.35294117647058826,apertura 2011,48
827,Atlante,3.0,3.0,3.0,1.0,5.0,2.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,apertura 2011,48
828,Atlas,4.0,1.0,4.0,2.0,5.0,1.0,2.0,9.0,6.0,17.0,0.11764705882352941,0.5294117647058824,0.35294117647058826,apertura 2011,48
829,Chiapas FC,1.0,6.0,2.0,5.0,3.0,0.0,0.0,5.0,6.0,11.0,0.0,0.45454545454545453,0.5454545454545454,apertura 2011,48
830,Chivas,3.0,4.0,2.0,4.0,2.0,4.0,8.0,4.0,7.0,19.0,0.42105263157894735,0.21052631578947367,0.3684210526315789,apertura 2011,48
831,Club Queretaro,7.0,10.0,3.0,3.0,11.0,6.0,16.0,14.0,10.0,40.0,0.4,0.35,0.25,apertura 2011,48
832,Club Tijuana,4.0,2.0,3.0,5.0,2.0,1.0,3.0,5.0,9.0,17.0,0.17647058823529413,0.29411764705882354,0.5294117647058824,apertura 2011,48
833,Cruz Azul,2.0,5.0,2.0,3.0,4.0,3.0,8.0,6.0,5.0,19.0,0.42105263157894735,0.3157894736842105,0.2631578947368421,apertura 2011,48
834,Estudiantes,0.0,2.0,6.0,0.0,5.0,4.0,6.0,11.0,0.0,17.0,0.35294117647058826,0.6470588235294118,0.0,apertura 2011,48
835,Monterrey,1.0,5.0,2.0,2.0,5.0,2.0,7.0,7.0,3.0,17.0,0.4117647058823529,0.4117647058823529,0.17647058823529413,apertura 2011,48
836,Morelia,2.0,5.0,3.0,3.0,3.0,5.0,10.0,6.0,5.0,21.0,0.47619047619047616,0.2857142857142857,0.23809523809523808,apertura 2011,48
837,Pachuca,2.0,6.0,2.0,3.0,5.0,1.0,7.0,7.0,5.0,19.0,0.3684210526315789,0.3684210526315789,0.2631578947368421,apertura 2011,48
838,Puebla,2.0,3.0,3.0,2.0,4.0,3.0,6.0,7.0,4.0,17.0,0.35294117647058826,0.4117647058823529,0.23529411764705882,apertura 2011,48
839,Pumas,2.0,5.0,2.0,2.0,4.0,2.0,7.0,6.0,4.0,17.0,0.4117647058823529,0.35294117647058826,0.23529411764705882,apertura 2011,48
840,Santos,2.0,6.0,3.0,2.0,6.0,4.0,10.0,9.0,4.0,23.0,0.43478260869565216,0.391304347826087,0.17391304347826086,apertura 2011,48
841,Tigres,5.0,7.0,0.0,3.0,3.0,5.0,12.0,0.0,8.0,20.0,0.6,0.0,0.4,apertura 2011,48
842,Toluca,4.0,3.0,1.0,4.0,4.0,1.0,4.0,5.0,8.0,17.0,0.23529411764705882,0.29411764705882354,0.47058823529411764,apertura 2011,48
843,America,3.0,4.0,3.0,3.0,2.0,6.0,10.0,5.0,6.0,21.0,0.47619047619047616,0.23809523809523808,0.2857142857142857,clausura 2012,49
844,Atlante,3.0,0.0,5.0,1.0,4.0,4.0,0.0,9.0,4.0,13.0,0.0,0.6923076923076923,0.3076923076923077,clausura 2012,49
845,Atlas,3.0,2.0,3.0,5.0,2.0,2.0,4.0,5.0,8.0,17.0,0.23529411764705882,0.29411764705882354,0.47058823529411764,clausura 2012,49
846,Chiapas FC,1.0,1.0,6.0,2.0,5.0,2.0,3.0,11.0,3.0,17.0,0.17647058823529413,0.6470588235294118,0.17647058823529413,clausura 2012,49
847,Chivas,1.0,3.0,5.0,2.0,5.0,1.0,4.0,10.0,3.0,17.0,0.23529411764705882,0.5882352941176471,0.17647058823529413,clausura 2012,49
848,Club Queretaro,5.0,6.0,7.0,4.0,10.0,4.0,10.0,17.0,9.0,36.0,0.2777777777777778,0.4722222222222222,0.25,clausura 2012,49
849,Club Tijuana,4.0,3.0,2.0,4.0,2.0,4.0,7.0,4.0,8.0,19.0,0.3684210526315789,0.21052631578947367,0.42105263157894735,clausura 2012,49
850,Cruz Azul,3.0,4.0,2.0,4.0,2.0,2.0,6.0,4.0,7.0,17.0,0.35294117647058826,0.23529411764705882,0.4117647058823529,clausura 2012,49
851,Estudiantes,4.0,2.0,3.0,2.0,6.0,0.0,0.0,9.0,6.0,15.0,0.0,0.6,0.4,clausura 2012,49
852,Monterrey,4.0,8.0,0.0,4.0,4.0,3.0,11.0,0.0,8.0,19.0,0.5789473684210527,0.0,0.42105263157894735,clausura 2012,49
853,Morelia,4.0,4.0,2.0,0.0,4.0,5.0,9.0,6.0,0.0,15.0,0.6,0.4,0.0,clausura 2012,49
854,Pachuca,2.0,5.0,2.0,5.0,2.0,3.0,8.0,4.0,7.0,19.0,0.42105263157894735,0.21052631578947367,0.3684210526315789,clausura 2012,49
855,Puebla,3.0,1.0,5.0,1.0,3.0,4.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,clausura 2012,49
856,Pumas,3.0,1.0,4.0,4.0,3.0,2.0,3.0,7.0,7.0,17.0,0.17647058823529413,0.4117647058823529,0.4117647058823529,clausura 2012,49
857,Santos,4.0,8.0,0.0,2.0,3.0,6.0,14.0,0.0,6.0,20.0,0.7,0.0,0.3,clausura 2012,49
858,Tigres,2.0,7.0,1.0,4.0,3.0,4.0,11.0,4.0,6.0,21.0,0.5238095238095238,0.19047619047619047,0.2857142857142857,clausura 2012,49
859,Toluca,1.0,4.0,4.0,3.0,3.0,2.0,6.0,7.0,4.0,17.0,0.35294117647058826,0.4117647058823529,0.23529411764705882,clausura 2012,49
860,America,2.0,4.0,4.0,5.0,0.0,6.0,10.0,0.0,7.0,17.0,0.5882352941176471,0.0,0.4117647058823529,apertura 2012,50
861,Atlante,3.0,2.0,3.0,2.0,4.0,3.0,5.0,7.0,5.0,17.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,apertura 2012,50
862,Atlas,6.0,0.0,2.0,4.0,4.0,1.0,0.0,6.0,10.0,16.0,0.0,0.375,0.625,apertura 2012,50
863,Chiapas FC,3.0,1.0,5.0,3.0,3.0,2.0,3.0,8.0,6.0,17.0,0.17647058823529413,0.47058823529411764,0.35294117647058826,apertura 2012,50
864,Chivas,4.0,2.0,4.0,1.0,4.0,4.0,6.0,8.0,5.0,19.0,0.3157894736842105,0.42105263157894735,0.2631578947368421,apertura 2012,50
865,Club Queretaro,1.0,6.0,9.0,7.0,10.0,1.0,7.0,19.0,8.0,34.0,0.20588235294117646,0.5588235294117647,0.23529411764705882,apertura 2012,50
866,Club Tijuana,4.0,7.0,0.0,4.0,2.0,6.0,13.0,0.0,8.0,21.0,0.6190476190476191,0.0,0.38095238095238093,apertura 2012,50
867,Cruz Azul,6.0,4.0,0.0,2.0,4.0,3.0,7.0,0.0,8.0,15.0,0.4666666666666667,0.0,0.5333333333333333,apertura 2012,50
868,Leon,0.0,9.0,2.0,3.0,4.0,3.0,12.0,6.0,0.0,18.0,0.6666666666666666,0.3333333333333333,0.0,apertura 2012,50
869,Monterrey,5.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,9.0,19.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,apertura 2012,50
870,Morelia,4.0,4.0,2.0,5.0,1.0,3.0,7.0,3.0,9.0,19.0,0.3684210526315789,0.15789473684210525,0.47368421052631576,apertura 2012,50
871,Pachuca,4.0,4.0,1.0,2.0,5.0,1.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,apertura 2012,50
872,Puebla,1.0,2.0,6.0,3.0,4.0,1.0,3.0,10.0,4.0,17.0,0.17647058823529413,0.5882352941176471,0.23529411764705882,apertura 2012,50
873,Pumas,0.0,5.0,4.0,2.0,4.0,2.0,7.0,8.0,0.0,15.0,0.4666666666666667,0.5333333333333333,0.0,apertura 2012,50
874,Santos,4.0,3.0,1.0,2.0,5.0,2.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,apertura 2012,50
875,Tigres,4.0,3.0,1.0,2.0,5.0,2.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,apertura 2012,50
876,Toluca,2.0,7.0,2.0,2.0,4.0,6.0,13.0,6.0,4.0,23.0,0.5652173913043478,0.2608695652173913,0.17391304347826086,apertura 2012,50
877,America,3.0,8.0,1.0,3.0,3.0,5.0,13.0,4.0,6.0,23.0,0.5652173913043478,0.17391304347826086,0.2608695652173913,clausura 2013,51
878,Atlante,1.0,3.0,5.0,0.0,7.0,1.0,4.0,12.0,0.0,16.0,0.25,0.75,0.0,clausura 2013,51
879,Atlas,1.0,6.0,3.0,5.0,1.0,3.0,9.0,4.0,6.0,19.0,0.47368421052631576,0.21052631578947367,0.3157894736842105,clausura 2013,51
880,Chiapas FC,2.0,2.0,4.0,2.0,5.0,2.0,4.0,9.0,4.0,17.0,0.23529411764705882,0.5294117647058824,0.23529411764705882,clausura 2013,51
881,Chivas,3.0,2.0,3.0,4.0,4.0,1.0,3.0,7.0,7.0,17.0,0.17647058823529413,0.4117647058823529,0.4117647058823529,clausura 2013,51
882,Club Queretaro,5.0,7.0,6.0,6.0,7.0,3.0,10.0,13.0,11.0,34.0,0.29411764705882354,0.38235294117647056,0.3235294117647059,clausura 2013,51
883,Club Tijuana,2.0,4.0,3.0,1.0,5.0,2.0,6.0,8.0,3.0,17.0,0.35294117647058826,0.47058823529411764,0.17647058823529413,clausura 2013,51
884,Cruz Azul,2.0,7.0,2.0,3.0,4.0,5.0,12.0,6.0,5.0,23.0,0.5217391304347826,0.2608695652173913,0.21739130434782608,clausura 2013,51
885,Leon,4.0,2.0,2.0,3.0,5.0,1.0,3.0,7.0,7.0,17.0,0.17647058823529413,0.4117647058823529,0.4117647058823529,clausura 2013,51
886,Monterrey,1.0,7.0,2.0,3.0,7.0,1.0,8.0,9.0,4.0,21.0,0.38095238095238093,0.42857142857142855,0.19047619047619047,clausura 2013,51
887,Morelia,3.0,6.0,0.0,3.0,4.0,3.0,9.0,0.0,6.0,15.0,0.6,0.0,0.4,clausura 2013,51
888,Pachuca,1.0,5.0,2.0,1.0,7.0,1.0,6.0,9.0,2.0,17.0,0.35294117647058826,0.5294117647058824,0.11764705882352941,clausura 2013,51
889,Puebla,2.0,2.0,4.0,2.0,4.0,3.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,clausura 2013,51
890,Pumas,4.0,3.0,2.0,1.0,4.0,5.0,8.0,6.0,5.0,19.0,0.42105263157894735,0.3157894736842105,0.2631578947368421,clausura 2013,51
891,Santos,2.0,6.0,3.0,4.0,3.0,3.0,9.0,6.0,6.0,21.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,clausura 2013,51
892,Tigres,6.0,3.0,1.0,0.0,2.0,7.0,10.0,3.0,0.0,13.0,0.7692307692307693,0.23076923076923078,0.0,clausura 2013,51
893,Toluca,1.0,3.0,5.0,2.0,4.0,2.0,5.0,9.0,3.0,17.0,0.29411764705882354,0.5294117647058824,0.17647058823529413,clausura 2013,51
894,America,2.0,7.0,1.0,4.0,4.0,4.0,11.0,5.0,6.0,22.0,0.5,0.22727272727272727,0.2727272727272727,apertura 2013,52
895,Atlante,3.0,2.0,3.0,0.0,8.0,0.0,0.0,11.0,0.0,11.0,0.0,1.0,0.0,apertura 2013,52
896,Atlas,4.0,1.0,2.0,5.0,4.0,0.0,0.0,6.0,9.0,15.0,0.0,0.4,0.6,apertura 2013,52
897,Chiapas FC,2.0,5.0,1.0,5.0,2.0,1.0,6.0,3.0,7.0,16.0,0.375,0.1875,0.4375,apertura 2013,52
898,Chivas,3.0,2.0,4.0,3.0,4.0,0.0,0.0,8.0,6.0,14.0,0.0,0.5714285714285714,0.42857142857142855,apertura 2013,52
899,Club Queretaro,4.0,4.0,2.0,1.0,4.0,3.0,7.0,6.0,5.0,18.0,0.3888888888888889,0.3333333333333333,0.2777777777777778,apertura 2013,52
900,Club Tijuana,4.0,4.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,apertura 2013,52
901,Cruz Azul,3.0,5.0,2.0,3.0,3.0,2.0,7.0,5.0,6.0,18.0,0.3888888888888889,0.2777777777777778,0.3333333333333333,apertura 2013,52
902,Leon,3.0,7.0,1.0,4.0,3.0,4.0,11.0,4.0,7.0,22.0,0.5,0.18181818181818182,0.3181818181818182,apertura 2013,52
903,Monterrey,4.0,3.0,1.0,1.0,5.0,2.0,5.0,6.0,5.0,16.0,0.3125,0.375,0.3125,apertura 2013,52
904,Morelia,1.0,5.0,2.0,2.0,5.0,3.0,8.0,7.0,3.0,18.0,0.4444444444444444,0.3888888888888889,0.16666666666666666,apertura 2013,52
905,Pachuca,4.0,1.0,2.0,3.0,4.0,2.0,3.0,6.0,7.0,16.0,0.1875,0.375,0.4375,apertura 2013,52
906,Puebla,5.0,3.0,1.0,2.0,4.0,1.0,4.0,5.0,7.0,16.0,0.25,0.3125,0.4375,apertura 2013,52
907,Pumas,3.0,0.0,4.0,5.0,3.0,1.0,0.0,7.0,8.0,15.0,0.0,0.4666666666666667,0.5333333333333333,apertura 2013,52
908,Santos,2.0,7.0,1.0,5.0,2.0,3.0,10.0,3.0,7.0,20.0,0.5,0.15,0.35,apertura 2013,52
909,Tigres,5.0,3.0,1.0,4.0,2.0,3.0,6.0,3.0,9.0,18.0,0.3333333333333333,0.16666666666666666,0.5,apertura 2013,52
910,Toluca,4.0,5.0,2.0,6.0,1.0,2.0,7.0,3.0,10.0,20.0,0.35,0.15,0.5,apertura 2013,52
911,Veracruz,3.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,7.0,16.0,0.25,0.3125,0.4375,apertura 2013,52
912,America,2.0,4.0,4.0,2.0,3.0,4.0,8.0,7.0,4.0,19.0,0.42105263157894735,0.3684210526315789,0.21052631578947367,clausura 2014,53
913,Atlante,3.0,2.0,3.0,0.0,6.0,3.0,5.0,9.0,0.0,14.0,0.35714285714285715,0.6428571428571429,0.0,clausura 2014,53
914,Atlas,5.0,1.0,3.0,1.0,3.0,4.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,clausura 2014,53
915,Chiapas FC,4.0,3.0,2.0,1.0,4.0,3.0,6.0,6.0,5.0,17.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,clausura 2014,53
916,Chivas,2.0,3.0,3.0,4.0,3.0,2.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,clausura 2014,53
917,Club Queretaro,1.0,4.0,3.0,2.0,5.0,2.0,6.0,8.0,3.0,17.0,0.35294117647058826,0.47058823529411764,0.17647058823529413,clausura 2014,53
918,Club Tijuana,1.0,6.0,2.0,3.0,6.0,1.0,7.0,8.0,4.0,19.0,0.3684210526315789,0.42105263157894735,0.21052631578947367,clausura 2014,53
919,Cruz Azul,2.0,6.0,1.0,3.0,2.0,5.0,11.0,3.0,5.0,19.0,0.5789473684210527,0.15789473684210525,0.2631578947368421,clausura 2014,53
920,Leon,3.0,3.0,4.0,4.0,3.0,4.0,7.0,7.0,7.0,21.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,clausura 2014,53
921,Monterrey,3.0,3.0,3.0,2.0,3.0,3.0,6.0,6.0,5.0,17.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,clausura 2014,53
922,Morelia,3.0,4.0,2.0,3.0,4.0,1.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,clausura 2014,53
923,Pachuca,1.0,4.0,6.0,3.0,2.0,5.0,9.0,8.0,4.0,21.0,0.42857142857142855,0.38095238095238093,0.19047619047619047,clausura 2014,53
924,Puebla,2.0,2.0,4.0,4.0,3.0,2.0,4.0,7.0,6.0,17.0,0.23529411764705882,0.4117647058823529,0.35294117647058826,clausura 2014,53
925,Pumas,3.0,4.0,3.0,2.0,4.0,3.0,7.0,7.0,5.0,19.0,0.3684210526315789,0.3684210526315789,0.2631578947368421,clausura 2014,53
926,Santos,2.0,6.0,2.0,5.0,3.0,1.0,7.0,5.0,7.0,19.0,0.3684210526315789,0.2631578947368421,0.3684210526315789,clausura 2014,53
