,home_team,empate_home,gano_home,perdio_home,empate_away,perdio_away,gano_away,gano,perdio,empate,num_partidos,gano_perc,perdio_perc,empate_perc,tournament_name,index_tournament
927,Tigres,3.0,3.0,2.0,3.0,4.0,2.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,clausura 2014,53
928,Toluca,2.0,7.0,0.0,1.0,5.0,4.0,11.0,0.0,3.0,14.0,0.7857142857142857,0.0,0.21428571428571427,clausura 2014,53
929,Veracruz,4.0,2.0,3.0,3.0,4.0,1.0,3.0,7.0,7.0,17.0,0.17647058823529413,0.4117647058823529,0.4117647058823529,clausura 2014,53
930,America,2.0,7.0,2.0,3.0,4.0,5.0,12.0,6.0,5.0,23.0,0.5217391304347826,0.2608695652173913,0.21739130434782608,apertura 2014,54
931,Atlas,3.0,5.0,2.0,1.0,3.0,5.0,10.0,5.0,4.0,19.0,0.5263157894736842,0.2631578947368421,0.21052631578947367,apertura 2014,54
932,Chiapas FC,5.0,4.0,0.0,4.0,3.0,3.0,7.0,0.0,9.0,16.0,0.4375,0.0,0.5625,apertura 2014,54
933,Chivas,5.0,1.0,3.0,2.0,4.0,2.0,3.0,7.0,7.0,17.0,0.17647058823529413,0.4117647058823529,0.4117647058823529,apertura 2014,54
934,Club Queretaro,3.0,3.0,3.0,0.0,5.0,3.0,6.0,8.0,0.0,14.0,0.42857142857142855,0.5714285714285714,0.0,apertura 2014,54
935,Club Tijuana,3.0,4.0,2.0,6.0,2.0,0.0,0.0,4.0,9.0,13.0,0.0,0.3076923076923077,0.6923076923076923,apertura 2014,54
936,Cruz Azul,1.0,5.0,3.0,5.0,3.0,0.0,0.0,6.0,6.0,12.0,0.0,0.5,0.5,apertura 2014,54
937,Leon,1.0,5.0,3.0,0.0,6.0,2.0,7.0,9.0,0.0,16.0,0.4375,0.5625,0.0,apertura 2014,54
938,Leones Negros,4.0,2.0,2.0,4.0,4.0,1.0,3.0,6.0,8.0,17.0,0.17647058823529413,0.35294117647058826,0.47058823529411764,apertura 2014,54
939,Monterrey,3.0,5.0,3.0,1.0,5.0,4.0,9.0,8.0,4.0,21.0,0.42857142857142855,0.38095238095238093,0.19047619047619047,apertura 2014,54
940,Morelia,1.0,1.0,6.0,3.0,5.0,1.0,2.0,11.0,4.0,17.0,0.11764705882352941,0.6470588235294118,0.23529411764705882,apertura 2014,54
941,Pachuca,3.0,4.0,2.0,3.0,4.0,3.0,7.0,6.0,6.0,19.0,0.3684210526315789,0.3157894736842105,0.3157894736842105,apertura 2014,54
942,Puebla,6.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,10.0,17.0,0.11764705882352941,0.29411764705882354,0.5882352941176471,apertura 2014,54
943,Pumas,5.0,2.0,2.0,1.0,4.0,5.0,7.0,6.0,6.0,19.0,0.3684210526315789,0.3157894736842105,0.3157894736842105,apertura 2014,54
944,Santos,3.0,3.0,2.0,5.0,2.0,2.0,5.0,4.0,8.0,17.0,0.29411764705882354,0.23529411764705882,0.47058823529411764,apertura 2014,54
945,Tigres,3.0,6.0,2.0,8.0,1.0,3.0,9.0,3.0,11.0,23.0,0.391304347826087,0.13043478260869565,0.4782608695652174,apertura 2014,54
946,Toluca,5.0,5.0,1.0,4.0,3.0,3.0,8.0,4.0,9.0,21.0,0.38095238095238093,0.19047619047619047,0.42857142857142855,apertura 2014,54
947,Veracruz,2.0,2.0,4.0,4.0,4.0,1.0,3.0,8.0,6.0,17.0,0.17647058823529413,0.47058823529411764,0.35294117647058826,apertura 2014,54
948,America,1.0,6.0,3.0,4.0,3.0,2.0,8.0,6.0,5.0,19.0,0.42105263157894735,0.3157894736842105,0.2631578947368421,clausura 2015,55
949,Atlas,2.0,3.0,4.0,3.0,2.0,5.0,8.0,6.0,5.0,19.0,0.42105263157894735,0.3157894736842105,0.2631578947368421,clausura 2015,55
950,Chiapas FC,4.0,3.0,2.0,1.0,5.0,2.0,5.0,7.0,5.0,17.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,clausura 2015,55
951,Chivas,3.0,5.0,2.0,4.0,4.0,3.0,8.0,6.0,7.0,21.0,0.38095238095238093,0.2857142857142857,0.3333333333333333,clausura 2015,55
952,Club Queretaro,0.0,8.0,3.0,3.0,6.0,3.0,11.0,9.0,0.0,20.0,0.55,0.45,0.0,clausura 2015,55
953,Club Tijuana,1.0,5.0,2.0,2.0,5.0,2.0,7.0,7.0,3.0,17.0,0.4117647058823529,0.4117647058823529,0.17647058823529413,clausura 2015,55
954,Cruz Azul,1.0,4.0,3.0,3.0,3.0,3.0,7.0,6.0,4.0,17.0,0.4117647058823529,0.35294117647058826,0.23529411764705882,clausura 2015,55
955,Leon,3.0,3.0,2.0,1.0,7.0,1.0,4.0,9.0,4.0,17.0,0.23529411764705882,0.5294117647058824,0.23529411764705882,clausura 2015,55
956,Leones Negros,3.0,2.0,4.0,0.0,5.0,3.0,5.0,9.0,0.0,14.0,0.35714285714285715,0.6428571428571429,0.0,clausura 2015,55
957,Monterrey,3.0,5.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,clausura 2015,55
958,Morelia,3.0,2.0,4.0,1.0,6.0,1.0,3.0,10.0,4.0,17.0,0.17647058823529413,0.5882352941176471,0.23529411764705882,clausura 2015,55
959,Pachuca,2.0,7.0,2.0,2.0,5.0,3.0,10.0,7.0,4.0,21.0,0.47619047619047616,0.3333333333333333,0.19047619047619047,clausura 2015,55
960,Puebla,1.0,4.0,3.0,4.0,4.0,1.0,5.0,7.0,5.0,17.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,clausura 2015,55
961,Pumas,1.0,5.0,3.0,3.0,4.0,1.0,6.0,7.0,4.0,17.0,0.35294117647058826,0.4117647058823529,0.23529411764705882,clausura 2015,55
962,Santos,5.0,5.0,2.0,1.0,5.0,5.0,10.0,7.0,6.0,23.0,0.43478260869565216,0.30434782608695654,0.2608695652173913,clausura 2015,55
963,Tigres,0.0,7.0,3.0,3.0,4.0,2.0,9.0,7.0,0.0,16.0,0.5625,0.4375,0.0,clausura 2015,55
964,Toluca,3.0,5.0,0.0,3.0,5.0,1.0,6.0,0.0,6.0,12.0,0.5,0.0,0.5,clausura 2015,55
965,Veracruz,5.0,4.0,1.0,3.0,3.0,3.0,7.0,4.0,8.0,19.0,0.3684210526315789,0.21052631578947367,0.42105263157894735,clausura 2015,55
966,America,1.0,4.0,5.0,0.0,4.0,7.0,11.0,9.0,0.0,20.0,0.55,0.45,0.0,apertura 2015,56
967,Atlas,0.0,2.0,7.0,2.0,3.0,3.0,5.0,10.0,0.0,15.0,0.3333333333333333,0.6666666666666666,0.0,apertura 2015,56
968,Chiapas FC,2.0,6.0,1.0,3.0,5.0,2.0,8.0,6.0,5.0,19.0,0.42105263157894735,0.3157894736842105,0.2631578947368421,apertura 2015,56
969,Chivas,2.0,4.0,2.0,1.0,6.0,2.0,6.0,8.0,3.0,17.0,0.35294117647058826,0.47058823529411764,0.17647058823529413,apertura 2015,56
970,Club Queretaro,1.0,4.0,3.0,3.0,4.0,2.0,6.0,7.0,4.0,17.0,0.35294117647058826,0.4117647058823529,0.23529411764705882,apertura 2015,56
971,Club Tijuana,1.0,2.0,5.0,0.0,6.0,3.0,5.0,11.0,0.0,16.0,0.3125,0.6875,0.0,apertura 2015,56
972,Cruz Azul,3.0,2.0,4.0,3.0,3.0,2.0,4.0,7.0,6.0,17.0,0.23529411764705882,0.4117647058823529,0.35294117647058826,apertura 2015,56
973,Dorados,4.0,2.0,3.0,2.0,5.0,1.0,3.0,8.0,6.0,17.0,0.17647058823529413,0.47058823529411764,0.35294117647058826,apertura 2015,56
974,Leon,0.0,8.0,1.0,0.0,7.0,3.0,11.0,8.0,0.0,19.0,0.5789473684210527,0.42105263157894735,0.0,apertura 2015,56
975,Monterrey,4.0,4.0,0.0,1.0,6.0,2.0,6.0,0.0,5.0,11.0,0.5454545454545454,0.0,0.45454545454545453,apertura 2015,56
976,Morelia,1.0,2.0,5.0,1.0,3.0,5.0,7.0,8.0,2.0,17.0,0.4117647058823529,0.47058823529411764,0.11764705882352941,apertura 2015,56
977,Pachuca,3.0,3.0,3.0,1.0,4.0,3.0,6.0,7.0,4.0,17.0,0.35294117647058826,0.4117647058823529,0.23529411764705882,apertura 2015,56
978,Puebla,1.0,7.0,2.0,3.0,5.0,1.0,8.0,7.0,4.0,19.0,0.42105263157894735,0.3684210526315789,0.21052631578947367,apertura 2015,56
979,Pumas,0.0,9.0,2.0,2.0,5.0,5.0,14.0,7.0,0.0,21.0,0.6666666666666666,0.3333333333333333,0.0,apertura 2015,56
980,Santos,2.0,0.0,7.0,3.0,1.0,4.0,0.0,8.0,5.0,13.0,0.0,0.6153846153846154,0.38461538461538464,apertura 2015,56
981,Tigres,4.0,6.0,2.0,1.0,4.0,6.0,12.0,6.0,5.0,23.0,0.5217391304347826,0.2608695652173913,0.21739130434782608,apertura 2015,56
982,Toluca,1.0,6.0,4.0,3.0,2.0,5.0,11.0,6.0,4.0,21.0,0.5238095238095238,0.2857142857142857,0.19047619047619047,apertura 2015,56
983,Veracruz,1.0,6.0,3.0,2.0,4.0,3.0,9.0,7.0,3.0,19.0,0.47368421052631576,0.3684210526315789,0.15789473684210525,apertura 2015,56
984,America,3.0,6.0,2.0,3.0,3.0,4.0,10.0,5.0,6.0,21.0,0.47619047619047616,0.23809523809523808,0.2857142857142857,clausura 2016,57
985,Atlas,3.0,1.0,4.0,2.0,5.0,2.0,3.0,9.0,5.0,17.0,0.17647058823529413,0.5294117647058824,0.29411764705882354,clausura 2016,57
986,Chiapas FC,2.0,2.0,5.0,1.0,6.0,1.0,3.0,11.0,3.0,17.0,0.17647058823529413,0.6470588235294118,0.17647058823529413,clausura 2016,57
987,Chivas,5.0,3.0,2.0,3.0,2.0,4.0,7.0,4.0,8.0,19.0,0.3684210526315789,0.21052631578947367,0.42105263157894735,clausura 2016,57
988,Club Queretaro,3.0,4.0,2.0,1.0,6.0,1.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,clausura 2016,57
989,Club Tijuana,6.0,0.0,3.0,3.0,2.0,3.0,0.0,5.0,9.0,14.0,0.0,0.35714285714285715,0.6428571428571429,clausura 2016,57
990,Cruz Azul,3.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,7.0,17.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,clausura 2016,57
991,Dorados,0.0,4.0,4.0,2.0,7.0,0.0,0.0,11.0,0.0,11.0,0.0,1.0,0.0,clausura 2016,57
992,Leon,2.0,6.0,3.0,3.0,3.0,4.0,10.0,6.0,5.0,21.0,0.47619047619047616,0.2857142857142857,0.23809523809523808,clausura 2016,57
993,Monterrey,1.0,8.0,3.0,1.0,4.0,6.0,14.0,7.0,2.0,23.0,0.6086956521739131,0.30434782608695654,0.08695652173913043,clausura 2016,57
994,Morelia,4.0,5.0,1.0,1.0,5.0,3.0,8.0,6.0,5.0,19.0,0.42105263157894735,0.3157894736842105,0.2631578947368421,clausura 2016,57
995,Pachuca,2.0,9.0,0.0,7.0,3.0,2.0,11.0,0.0,9.0,20.0,0.55,0.0,0.45,clausura 2016,57
996,Puebla,2.0,4.0,2.0,5.0,3.0,1.0,5.0,5.0,7.0,17.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,clausura 2016,57
997,Pumas,4.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,7.0,17.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,clausura 2016,57
998,Santos,2.0,5.0,2.0,2.0,5.0,3.0,8.0,7.0,4.0,19.0,0.42105263157894735,0.3684210526315789,0.21052631578947367,clausura 2016,57
999,Tigres,3.0,4.0,2.0,3.0,4.0,3.0,7.0,6.0,6.0,19.0,0.3684210526315789,0.3157894736842105,0.3157894736842105,clausura 2016,57
1000,Toluca,3.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,7.0,17.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,clausura 2016,57
1001,Veracruz,4.0,2.0,2.0,4.0,5.0,0.0,0.0,7.0,8.0,15.0,0.0,0.4666666666666667,0.5333333333333333,clausura 2016,57
1002,America,3.0,5.0,3.0,7.0,0.0,3.0,8.0,0.0,10.0,18.0,0.4444444444444444,0.0,0.5555555555555556,apertura 2016,58
1003,Atlas,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,apertura 2016,58
1004,Chiapas FC,1.0,2.0,5.0,1.0,6.0,0.0,0.0,11.0,2.0,13.0,0.0,0.8461538461538461,0.15384615384615385,apertura 2016,58
1005,Chivas,3.0,4.0,3.0,1.0,3.0,3.0,7.0,6.0,4.0,17.0,0.4117647058823529,0.35294117647058826,0.23529411764705882,apertura 2016,58
1006,Club Queretaro,3.0,3.0,1.0,2.0,4.0,2.0,5.0,5.0,5.0,15.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,apertura 2016,58
1007,Club Tijuana,0.0,8.0,0.0,3.0,4.0,2.0,10.0,0.0,0.0,10.0,1.0,0.0,0.0,apertura 2016,58
1008,Cruz Azul,1.0,2.0,5.0,5.0,1.0,1.0,3.0,6.0,6.0,15.0,0.2,0.4,0.4,apertura 2016,58
1009,Leon,2.0,5.0,2.0,1.0,6.0,3.0,8.0,8.0,3.0,19.0,0.42105263157894735,0.42105263157894735,0.15789473684210525,apertura 2016,58
1010,Monterrey,5.0,2.0,0.0,2.0,3.0,3.0,5.0,0.0,7.0,12.0,0.4166666666666667,0.0,0.5833333333333334,apertura 2016,58
1011,Morelia,2.0,3.0,3.0,2.0,3.0,2.0,5.0,6.0,4.0,15.0,0.3333333333333333,0.4,0.26666666666666666,apertura 2016,58
1012,Necaxa,5.0,4.0,0.0,4.0,4.0,2.0,6.0,0.0,9.0,15.0,0.4,0.0,0.6,apertura 2016,58
1013,Pachuca,4.0,5.0,0.0,1.0,4.0,3.0,8.0,0.0,5.0,13.0,0.6153846153846154,0.0,0.38461538461538464,apertura 2016,58
1014,Puebla,4.0,2.0,3.0,1.0,3.0,2.0,4.0,6.0,5.0,15.0,0.26666666666666666,0.4,0.3333333333333333,apertura 2016,58
1015,Pumas,1.0,6.0,1.0,2.0,5.0,2.0,8.0,6.0,3.0,17.0,0.47058823529411764,0.35294117647058826,0.17647058823529413,apertura 2016,58
1016,Santos,2.0,2.0,2.0,2.0,6.0,1.0,3.0,8.0,4.0,15.0,0.2,0.5333333333333333,0.26666666666666666,apertura 2016,58
1017,Tigres,4.0,5.0,2.0,4.0,1.0,5.0,10.0,3.0,8.0,21.0,0.47619047619047616,0.14285714285714285,0.38095238095238093,apertura 2016,58
1018,Toluca,2.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,15.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,apertura 2016,58
1019,Veracruz,1.0,3.0,4.0,2.0,5.0,0.0,0.0,9.0,3.0,12.0,0.0,0.75,0.25,apertura 2016,58
1020,America,1.0,5.0,2.0,2.0,5.0,2.0,7.0,7.0,3.0,17.0,0.4117647058823529,0.4117647058823529,0.17647058823529413,clausura 2017,59
1021,Atlas,3.0,5.0,2.0,2.0,4.0,3.0,8.0,6.0,5.0,19.0,0.42105263157894735,0.3157894736842105,0.2631578947368421,clausura 2017,59
1022,Chiapas FC,2.0,3.0,3.0,2.0,5.0,2.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,clausura 2017,59
1023,Chivas,3.0,7.0,1.0,6.0,4.0,2.0,9.0,5.0,9.0,23.0,0.391304347826087,0.21739130434782608,0.391304347826087,clausura 2017,59
1024,Club Queretaro,2.0,3.0,4.0,2.0,4.0,2.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,clausura 2017,59
1025,Club Tijuana,2.0,6.0,3.0,2.0,4.0,4.0,10.0,7.0,4.0,21.0,0.47619047619047616,0.3333333333333333,0.19047619047619047,clausura 2017,59
1026,Cruz Azul,4.0,3.0,1.0,2.0,5.0,2.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,clausura 2017,59
1027,Leon,2.0,2.0,5.0,3.0,2.0,3.0,5.0,7.0,5.0,17.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,clausura 2017,59
1028,Monterrey,2.0,6.0,2.0,4.0,4.0,1.0,7.0,6.0,6.0,19.0,0.3684210526315789,0.3157894736842105,0.3157894736842105,clausura 2017,59
1029,Morelia,2.0,4.0,3.0,4.0,3.0,3.0,7.0,6.0,6.0,19.0,0.3684210526315789,0.3157894736842105,0.3157894736842105,clausura 2017,59
1030,Necaxa,5.0,2.0,2.0,1.0,4.0,3.0,5.0,6.0,6.0,17.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,clausura 2017,59
1031,Pachuca,5.0,3.0,0.0,1.0,5.0,3.0,6.0,0.0,6.0,12.0,0.5,0.0,0.5,clausura 2017,59
1032,Puebla,2.0,2.0,4.0,2.0,5.0,2.0,4.0,9.0,4.0,17.0,0.23529411764705882,0.5294117647058824,0.23529411764705882,clausura 2017,59
1033,Pumas,2.0,3.0,4.0,1.0,5.0,2.0,5.0,9.0,3.0,17.0,0.29411764705882354,0.5294117647058824,0.17647058823529413,clausura 2017,59
1034,Santos,4.0,5.0,1.0,7.0,1.0,1.0,6.0,2.0,11.0,19.0,0.3157894736842105,0.10526315789473684,0.5789473684210527,clausura 2017,59
1035,Tigres,3.0,6.0,2.0,2.0,5.0,5.0,11.0,7.0,5.0,23.0,0.4782608695652174,0.30434782608695654,0.21739130434782608,clausura 2017,59
1036,Toluca,2.0,4.0,5.0,3.0,2.0,5.0,9.0,7.0,5.0,21.0,0.42857142857142855,0.3333333333333333,0.23809523809523808,clausura 2017,59
1037,Veracruz,0.0,6.0,2.0,0.0,8.0,1.0,7.0,10.0,0.0,17.0,0.4117647058823529,0.5882352941176471,0.0,clausura 2017,59
1038,America,3.0,3.0,3.0,2.0,4.0,6.0,9.0,7.0,5.0,21.0,0.42857142857142855,0.3333333333333333,0.23809523809523808,apertura 2017,60
1039,Atlas,3.0,3.0,3.0,1.0,5.0,4.0,7.0,8.0,4.0,19.0,0.3684210526315789,0.42105263157894735,0.21052631578947367,apertura 2017,60
1040,Chivas,4.0,1.0,4.0,2.0,3.0,3.0,4.0,7.0,6.0,17.0,0.23529411764705882,0.4117647058823529,0.35294117647058826,apertura 2017,60
1041,Club Queretaro,3.0,1.0,5.0,4.0,2.0,2.0,3.0,7.0,7.0,17.0,0.17647058823529413,0.4117647058823529,0.4117647058823529,apertura 2017,60
1042,Club Tijuana,2.0,3.0,3.0,1.0,5.0,3.0,6.0,8.0,3.0,17.0,0.35294117647058826,0.47058823529411764,0.17647058823529413,apertura 2017,60
1043,Cruz Azul,4.0,3.0,2.0,4.0,2.0,4.0,7.0,4.0,8.0,19.0,0.3684210526315789,0.21052631578947367,0.42105263157894735,apertura 2017,60
1044,Leon,2.0,4.0,4.0,2.0,3.0,4.0,8.0,7.0,4.0,19.0,0.42105263157894735,0.3684210526315789,0.21052631578947367,apertura 2017,60
1045,Lobos BUAP,1.0,3.0,4.0,1.0,4.0,4.0,7.0,8.0,2.0,17.0,0.4117647058823529,0.47058823529411764,0.11764705882352941,apertura 2017,60
1046,Monterrey,1.0,10.0,1.0,4.0,2.0,5.0,15.0,3.0,5.0,23.0,0.6521739130434783,0.13043478260869565,0.21739130434782608,apertura 2017,60
1047,Morelia,4.0,3.0,3.0,1.0,4.0,6.0,9.0,7.0,5.0,21.0,0.42857142857142855,0.3333333333333333,0.23809523809523808,apertura 2017,60
1048,Necaxa,3.0,4.0,2.0,3.0,3.0,2.0,6.0,5.0,6.0,17.0,0.35294117647058826,0.29411764705882354,0.35294117647058826,apertura 2017,60
1049,Pachuca,2.0,4.0,3.0,2.0,5.0,1.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,apertura 2017,60
1050,Puebla,4.0,2.0,3.0,3.0,4.0,1.0,3.0,7.0,7.0,17.0,0.17647058823529413,0.4117647058823529,0.4117647058823529,apertura 2017,60
1051,Pumas,1.0,3.0,4.0,3.0,6.0,0.0,0.0,10.0,4.0,14.0,0.0,0.7142857142857143,0.2857142857142857,apertura 2017,60
1052,Santos,5.0,1.0,3.0,4.0,2.0,2.0,3.0,5.0,9.0,17.0,0.17647058823529413,0.29411764705882354,0.5294117647058824,apertura 2017,60
1053,Tigres,3.0,8.0,0.0,5.0,3.0,4.0,12.0,0.0,8.0,20.0,0.6,0.0,0.4,apertura 2017,60
1054,Toluca,1.0,8.0,2.0,4.0,3.0,1.0,9.0,5.0,5.0,19.0,0.47368421052631576,0.2631578947368421,0.2631578947368421,apertura 2017,60
1055,Veracruz,1.0,3.0,4.0,1.0,7.0,1.0,4.0,11.0,2.0,17.0,0.23529411764705882,0.6470588235294118,0.11764705882352941,apertura 2017,60
1056,America,4.0,7.0,1.0,5.0,2.0,2.0,9.0,3.0,9.0,21.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,clausura 2018,61
1057,Atlas,1.0,5.0,3.0,2.0,6.0,0.0,0.0,9.0,3.0,12.0,0.0,0.75,0.25,clausura 2018,61
1058,Chivas,3.0,0.0,5.0,3.0,3.0,3.0,0.0,8.0,6.0,14.0,0.0,0.5714285714285714,0.42857142857142855,clausura 2018,61
1059,Club Queretaro,4.0,1.0,3.0,2.0,4.0,3.0,4.0,7.0,6.0,17.0,0.23529411764705882,0.4117647058823529,0.35294117647058826,clausura 2018,61
1060,Club Tijuana,3.0,7.0,1.0,5.0,4.0,1.0,8.0,5.0,8.0,21.0,0.38095238095238093,0.23809523809523808,0.38095238095238093,clausura 2018,61
1061,Cruz Azul,4.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,7.0,17.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,clausura 2018,61
1062,Leon,3.0,3.0,2.0,1.0,5.0,3.0,6.0,7.0,4.0,17.0,0.35294117647058826,0.4117647058823529,0.23529411764705882,clausura 2018,61
1063,Lobos BUAP,2.0,2.0,5.0,1.0,7.0,0.0,0.0,12.0,3.0,15.0,0.0,0.8,0.2,clausura 2018,61
1064,Monterrey,3.0,4.0,2.0,3.0,3.0,4.0,8.0,5.0,6.0,19.0,0.42105263157894735,0.2631578947368421,0.3157894736842105,clausura 2018,61
1065,Morelia,2.0,5.0,3.0,3.0,4.0,2.0,7.0,7.0,5.0,19.0,0.3684210526315789,0.3684210526315789,0.2631578947368421,clausura 2018,61
1066,Necaxa,5.0,1.0,2.0,5.0,1.0,3.0,4.0,3.0,10.0,17.0,0.23529411764705882,0.17647058823529413,0.5882352941176471,clausura 2018,61
1067,Pachuca,1.0,4.0,3.0,4.0,3.0,2.0,6.0,6.0,5.0,17.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,clausura 2018,61
1068,Puebla,1.0,5.0,2.0,1.0,6.0,2.0,7.0,8.0,2.0,17.0,0.4117647058823529,0.47058823529411764,0.11764705882352941,clausura 2018,61
1069,Pumas,4.0,3.0,3.0,2.0,4.0,3.0,6.0,7.0,6.0,19.0,0.3157894736842105,0.3684210526315789,0.3157894736842105,clausura 2018,61
1070,Santos,1.0,9.0,1.0,3.0,6.0,3.0,12.0,7.0,4.0,23.0,0.5217391304347826,0.30434782608695654,0.17391304347826086,clausura 2018,61
1071,Tigres,3.0,7.0,0.0,4.0,4.0,1.0,8.0,0.0,7.0,15.0,0.5333333333333333,0.0,0.4666666666666667,clausura 2018,61
1072,Toluca,4.0,6.0,0.0,2.0,5.0,6.0,12.0,0.0,6.0,18.0,0.6666666666666666,0.0,0.3333333333333333,clausura 2018,61
1073,Veracruz,2.0,2.0,5.0,1.0,4.0,3.0,5.0,9.0,3.0,17.0,0.29411764705882354,0.5294117647058824,0.17647058823529413,clausura 2018,61
1074,America,4.0,7.0,0.0,5.0,2.0,5.0,12.0,0.0,9.0,21.0,0.5714285714285714,0.0,0.42857142857142855,apertura 2018,62
1075,Atlas,3.0,2.0,4.0,2.0,6.0,0.0,0.0,10.0,5.0,15.0,0.0,0.6666666666666666,0.3333333333333333,apertura 2018,62
1076,Chivas,1.0,1.0,6.0,4.0,1.0,4.0,5.0,7.0,5.0,17.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,apertura 2018,62
1077,Club Queretaro,1.0,5.0,3.0,5.0,3.0,2.0,7.0,6.0,6.0,19.0,0.3684210526315789,0.3157894736842105,0.3157894736842105,apertura 2018,62
1078,Club Tijuana,4.0,3.0,2.0,1.0,6.0,1.0,4.0,8.0,5.0,17.0,0.23529411764705882,0.47058823529411764,0.29411764705882354,apertura 2018,62
1079,Cruz Azul,2.0,9.0,1.0,3.0,4.0,4.0,13.0,5.0,5.0,23.0,0.5652173913043478,0.21739130434782608,0.21739130434782608,apertura 2018,62
1080,Leon,0.0,2.0,6.0,3.0,3.0,3.0,5.0,9.0,0.0,14.0,0.35714285714285715,0.6428571428571429,0.0,apertura 2018,62
1081,Lobos BUAP,2.0,4.0,2.0,2.0,6.0,1.0,5.0,8.0,4.0,17.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,apertura 2018,62
1082,Monterrey,1.0,8.0,1.0,2.0,5.0,4.0,12.0,6.0,3.0,21.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,apertura 2018,62
1083,Morelia,2.0,3.0,3.0,2.0,3.0,4.0,7.0,6.0,4.0,17.0,0.4117647058823529,0.35294117647058826,0.23529411764705882,apertura 2018,62
1084,Necaxa,4.0,3.0,2.0,1.0,7.0,0.0,0.0,9.0,5.0,14.0,0.0,0.6428571428571429,0.35714285714285715,apertura 2018,62
1085,Pachuca,3.0,4.0,2.0,3.0,3.0,2.0,6.0,5.0,6.0,17.0,0.35294117647058826,0.29411764705882354,0.35294117647058826,apertura 2018,62
1086,Puebla,3.0,3.0,2.0,2.0,5.0,2.0,5.0,7.0,5.0,17.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,apertura 2018,62
1087,Pumas,5.0,3.0,2.0,2.0,3.0,6.0,9.0,5.0,7.0,21.0,0.42857142857142855,0.23809523809523808,0.3333333333333333,apertura 2018,62
1088,Santos,3.0,6.0,1.0,3.0,4.0,2.0,8.0,5.0,6.0,19.0,0.42105263157894735,0.2631578947368421,0.3157894736842105,apertura 2018,62
1089,Tigres,2.0,6.0,2.0,3.0,3.0,3.0,9.0,5.0,5.0,19.0,0.47368421052631576,0.2631578947368421,0.2631578947368421,apertura 2018,62
1090,Toluca,2.0,6.0,2.0,1.0,6.0,2.0,8.0,8.0,3.0,19.0,0.42105263157894735,0.42105263157894735,0.15789473684210525,apertura 2018,62
1091,Veracruz,3.0,1.0,5.0,1.0,6.0,1.0,2.0,11.0,4.0,17.0,0.11764705882352941,0.6470588235294118,0.23529411764705882,apertura 2018,62
1092,America,1.0,7.0,3.0,1.0,5.0,4.0,11.0,8.0,2.0,21.0,0.5238095238095238,0.38095238095238093,0.09523809523809523,clausura 2019,63
1093,Atlas,0.0,3.0,5.0,1.0,5.0,3.0,6.0,10.0,0.0,16.0,0.375,0.625,0.0,clausura 2019,63
1094,Chivas,1.0,4.0,4.0,2.0,5.0,1.0,5.0,9.0,3.0,17.0,0.29411764705882354,0.5294117647058824,0.17647058823529413,clausura 2019,63
1095,Club Queretaro,2.0,3.0,4.0,0.0,8.0,0.0,0.0,12.0,0.0,12.0,0.0,1.0,0.0,clausura 2019,63
1096,Club Tijuana,0.0,6.0,3.0,1.0,6.0,3.0,9.0,9.0,0.0,18.0,0.5,0.5,0.0,clausura 2019,63
